Char_Name;Name_Jap;Name_Nick;Char_Data
Valentine, Faye;Faye Valentine (フェイ・バレンタイン);Faye  Valentine;"
Faye Valentine
Birthday: August 14, 1994

One of the members of the bounty hunting crew in the anime series Cowboy Bebop. Often seen with a cigarette and in a revealing outfit complete with bright yellow hot pants and a matching, revealing top, black suspenders, white boots, and a long-sleeved red shirt worn normally through the sleeves, not to mention her signature headband, she is unusually attractive, sporting a bob of violet hair, green eyes, fair skin, and a voluptuous body. Although appearing to be no more than her 23 years alive suggests, Faye is actually upwards of 74-years-old, having been put into cryogenic freeze after a space shuttle accident. During the course of the series (set in 2071), Faye manages to cross paths with Spike and Jet twice before she finally makes herself at home aboard their ship the second time, much to the consternation and disapproval of the two men, both of whom have their own reservations about women in general. Faye herself is brash, egotistical, and quite lazy, despite taking plenty of time to pamper and care for her own appearance. Faye has also been placed under arrest several times in the series and spends much time in handcuffs on the ship. She, at times, expects the boys to take care of bounties for her, while she sits by idly to reap the benefits and eat all their food, another source of conflict.

Seemingly little more than a thorn in her partners’ sides, Faye is actually a well-rounded member of the team. She can handle herself exceptionally well for a woman of her slight appearance, displaying at least once in the series (in ""Cowboy Funk"") that she packs quite a mean punch. Adept at flying, Faye has stood her ground just as well as Spike has in an aerial dogfight in her ship Red Tail, at times even against Spike in an aerial dogfight. She also excels with guns, and is first seen in the series completely disabling a ship with a Heckler & Koch MP5, though she is immediately apprehended afterward. In the movie, she is seen with the same gun, in addition to her normal companion: a Glock 30. Where Faye really shines, however, is with her mouth. She has an almost unstoppable attitude, and even her sometimes innocent smile can be seen as dangerous. Sarcastic and presumptuous, she rarely appears weak or in need of support. She brags and takes care of herself, never trusting others, cheating and lying her way from one day to the next.


She is a woman who is skilled at getting what she wants; however, her indomitable exterior hides a more delicate interior. Upon awakening from her 54-year cryogenic sleep, not only was she saddled with a massive amount of debt that she had no means to pay, but she was also diagnosed with total amnesia, a stranger in a mysterious world that she was not a part of and did not understand, surrounded by people who claimed to be helping her but were only there to take advantage of her naiveté. The surname ""Valentine"" was merely a name given to her by the doctor who woke her; the circumstances of her accident, her previous life, and even her real name all remain a mystery, and are only gradually revealed as the series progresses. It has been hinted that she came from Singapore on Earth, and was the daughter of a very wealthy family, as the city's famous Merlion Statue features prominently in scenes of her childhood, and that memories and a film from her childhood showed her living in a large mansion. In an early episode, she states that she is descended from Roma people, but she may well have been lying. Utterly betrayed by someone she thought she could trust after waking, Faye found herself burdened with even more money to pay, and the situation resulted in the hardening of her personality to an extreme degree. She even says in Session 11: “we deceive or we are deceived”, and that “nothing good ever happened to me when I trusted others.”
Throughout the series, though she retains her sarcastic demeanor and unpleasant nature up until the very end, it is easy to see her grow as a character. She learns to value her comrades, coming back to the Bebop when she realizes that it is the only home that she has left, naming it as the “only place I could return to”. She grows to understand the disadvantages of being a loner, and that even though her ""family"" is somewhat dysfunctional it is still a place where she will always belong.
"
Black, Jet;Jet Black (ジェット・ブラック);"Jet ""Running Rock, Black Dog"" Black";"
Jet, known on his home satellite as the ""Black Dog"" for his tenacity, is a 36-year-old former cop from Ganymede (a Jovian satellite) and acts as Spike's foil during the series. Physically, Jet is very tall with a muscular build. He wears a beard with no mustache, and is completely bald save for the back of his head. Spike acts lazy and uninterested, whereas Jet is hard working and a jack-of-all-trades. Jet was once an investigator in the Inter Solar System Police (ISSP) for many years until he lost his arm in an investigation that went awry when his corrupt partner (and friend at the time) betrayed him. His arm was replaced with a cybernetic limb (later revealed to be by choice, as biological replacements were possible, he wanted the fake arm as a reminder of what happened), yet his loss of limb coupled with the general corruption of the police force prompted Jet to quit the ISSP in disgust and become a freelance bounty hunter. Jet also considers himself something of a renaissance man: he cultivates bonsai trees, cooks, enjoys jazz/blues music (he named his ship the Bebop, referring to a type of jazz), especially Charlie Parker, and even has interest in Goethe. As a character, Jet is the quintessential oyaji or ""dad"" even though he often wishes people would view him as a more brotherly figure (so as not to seem old).

Jet is skilled with handguns, typically carrying a pre-2004 Walther P99, as well as the use of the netgun. He is good with hand to hand combat as well. Unlike Spike, Jet tends to use more raw muscle than technique. He is also a great mechanic and pilot. Aside from the converted interplanetary fishing trawler vessel Bebop, Jet flies a smaller ship called Hammerhead. The Hammerhead appears to be a modified (Jet added larger engines and fuel tanks) salvage-craft that uses a mechanical arm equipped with a harpoon as its main weapon, which is somewhat analogous to his own mechanical arm. Both the Hammerhead and the Bebop are able to land on water, and have a fishing theme, most likely because Ganymede's surface is mostly covered with water (it is later revealed that the Bebop was originally a fishing ship that Jet ""customized"" with larger engines).

During the series, it is revealed that Jet once lived with a woman named Alisa, who left him because he was too controlling. Later they meet up again when Alisa's new boyfriend Rhint is wanted for murder. Jet then ends up in a situation somewhat similar to that of Vicious, where he must hunt down a woman who broke his heart, and her lover.


In a later episode, another Vicious/Spike parallel is set up when Jet finds out that it was his old partner Fad who betrayed him (though in Jet's case, there was no love affair involved). Fad arranged for Jet's death in a setup, but he survived with only a missing arm and a scar on his face. It is worth noting that Jet managed to face the demons of his past and let them go, in contrast to Spike, who was killed when he confronted his. This is likely due to the contrast in the two approaches to the past. While Spike hid and fled from his past, Jet tracked it down and confronted it."
Ein;Ein  (アイン);Ein  ;"
Ein is a Pembroke Welsh Corgi brought aboard the Bebop by Spike after a failed attempt to capture a bounty. Ein is a ""data dog"": while the televised series only briefly hints on the fact that this means Ein's brain was somehow enhanced drastically, the manga shows Ed accessing data stored in Ein's brain via a virtual reality-type interface with which she has a conversation with a human proprietor. It is obvious that Ein is abnormally intelligent, as he is able to answer the telephone, drive a car (just the wheel), use the SSW, play shōgi, and generally do a number of other things that an average canine should not be able to do, but he never talks in a human language during the show. He does, however, speak in Session 18 ""Speak Like A Child"" after the credits Ein tells Spike ""Next Episode: Wild Horses"". He is able to ""speak"" to other species, as demonstrated in Session 17, ""Mushroom Samba"" (he spoke to a cow with a subtitled bark of ""Thanks"", to which the cow has a subtitled moo back of ""No problem""). It is likely that Ed is the only crew member with any idea of Ein's capabilities, as the other crew members are quick to dismiss Ein, and never seem to acknowledge him as more than a pet. Ein initially takes a shine to Jet, but when Ed joins the crew, he comes around to her as well. Frequently the two trade roles, with Ein expressing very human sentiments via facial expression and Ed regressing to a feral state. He went with Ed after she left the crew, probably because of his attachment to her. His name is a pun on the Japanese word for ""dog"" (犬 inu) but is also German for ""one"". ""Ein"" may also be short for ""Einstein"", after Albert Einstein, because of the extraordinary intelligence he possesses."
Vicious;Vicious  (ビシャス);Vicious  ;"
It's all in the name with Vicious: he is ruthless, bloodthirsty, cunning and ambitious, willing to do anything in order to secure a position of power. He is a member of the Red Dragon Crime Syndicate in Tharsis, and is often referred to or depicted as a venomous snake. His weapon of choice is not a firearm, but a katana which he wields skillfully, even against gun-wielders. After Spike's supposed death, Vicious also leaves the Red Dragons briefly to fight in the Titan War of 2068 although his precise motivations for enlisting are debated.

(Source: Wikipedia)"
Eckener, Grencia Mars Elijah Guo;Grencia Mars Elijah Guo Eckener (グレン);"Grencia Mars Elijah Guo ""Gren"" Eckener";"
Gren was once a soldier for the war on Titan, and appears in the two-part episodes of 'Jupiter Jazz'. On Titan he fought beside Vicious, who he admired and found encouragement in, during the war. After the war, Gren came back hoping to be a jazz musician, but that plan was cut short when he was arrested on the pretense of being a spy. In prison, Gren heard that Vicious testified against him; this and the isolation drove him mad. The prison used prisoners for drug experiments, and he was forced to become a test subject. (from Wikipedia)

Height: 6ft 2 inches
Age : 29
Weight : 172 pounds

"
Julia;Julia  (ジュリア);Julia  ;"
Julia is a beautiful and mysterious woman from both Spike and Vicious' pasts. A love triangle among the three caused Spike to leave the syndicate rather than challenge Vicious. Spike had wanted to take her with him when he left the syndicate, but she was blackmailed by Vicious into almost shooting Spike. Vicious found out they were planning to run away together and confronted Julia, telling her that she would have to kill Spike, or both of them would be killed. To protect not only herself but also the man she loved, she ran away, never meeting Spike at the cemetery as both of them had planned. (from Wikipedia)"
Von de Oniyate, Andy;Andy Von de Oniyate (アンディ・フォン・デ・オニアテ);"Andy ""Wyatt Earp, Cowboy Andy, Musashi"" Von de Oniyate";"
Andy is a hunter who went after a criminal called Teddy Bomber whom he thought to be Spike. He is always with his mare, Onyx. He's a member of YMCA, Young Man's Cowboy Association. After fighting and losing he gives is cowboy title to Spike and turns into a samurai."
Mad Pierrot;Mad Pierrot  (東風);"Mad Pierrot ""Tongpu"" ";"
Mad ""Tongpu"" Pierrot is an assassin who targets high ranking syndicate officials. He is highly skilled with all manner of firearms and is armed with an armory equal to a military platoon under his large coat. He takes a child-like enjoyment in killing and causing destruction, always arriving and leaving with a smile, always laughing when ""working.""


Mad Pierrot was a patient in a program to develop a super soldier. The process was, however, too much for him to handle, and his mental state degraded to an almost vegetative state. As he was transported to his permanent holding cell after being removed from the program, he freed himself and killed everybody he encountered in the facility—all while smiling. Since the experiment made him bulletproof, Pierrot has never felt pain, and thus his mind collapsed when Spike made him suffer a minor leg wound. Pierrot died in a theme park, squashed by a giant robotic dog's foot."
Makunouchi, Ippo;Ippo Makunouchi (幕之内 一歩);"Ippo ""The Wind God"" Makunouchi";"
Birth Date: November 23, 1973
Homeland: Tokyo, Japan
Gender: Male
Family: Hiroko Makunouchi (Mother); Kazuo Makunouchi (Father); Wanpo (Pet)
Occupation: Professional Boxer; Makunouchi Fishing Boat
Weight Class: Featherweight
Height: 164 cm (5'5"")
Reach: 165 cm (65"")
Style: Infighter; Peek-A-Boo Style
Current Affiliation: Kamogawa Boxing Gym
Trainer: Genji Kamogawa
Specialty: Liver Blow; Gazelle Punch; Dempsey Roll

Ippo Makunouchi is the main protagonist of the series. He lives with his mother, Hiroko Makunouchi, and helps with the family charter boat fishing business. Ippo is a classic power in-boxer and is well known for his Peek-a-Boo style of boxing and hard punches which include three signature punches: a rib-cracking liver blow, Gazelle punch (an uppercut variant), and the Dempsey roll technique. His signature punches appear to be modelled after Mike Tyson, Floyd Patterson and Jack Dempsey respectively.

Ippo is bullied throughout most of his school life. After being rescued by Takamura, he ends up being brought to Kamogawa Gym, where he displays an explosive punching power. After seeing a video of Mike Tyson, he becomes inspired to take up boxing to feel reborn with strength. He soon proves himself to Takamura and Kamogawa, and starts on the path to being a pro boxer.

His Pro-Debut Match was against Oda Yusuke, He was largely regarded as a lazy and unmotivated boxer, but when his girlfriend threatened to break up with him, he committed himself to training. From the first time the boxers met, there was tension between them, as a misunderstanding led Oda to believe Ippo made fun of him. On the actual fight, Ippo seemed to have the advantage from the beginning of the match, but was saved by his coach from losing the fight due to a cut. Ippo managed a comeback by knocking Oda out with a series of jabs, thus winning the fight.


After winning two fights upon his debut as a pro-boxer, Coach Kamogawa enlisted Ippo in the East Japan Rookie King Tournament. Ippo also had his personal goal in the tournament to fight with Miyata in the Pro Ring for their tie-breaker match. With this promise in mind Ippo aims to reach the East Japan finals. First Round: Jason Ozuma Ozuma is a black officer from America who was stationed in Japan, and the only black boxer Ippo has faced so far. Jason is a very polite and kind man who cares greatly for his gym and friends. His most revered attacks, his devastating Hooks, are comparable to Takamura's in terms of speed. Ippo had to enter an in fight to win the first round. Ippo took major hits, but managed to turn the match around by pressuring Ozuma with his power. After an intense round, Ippo managed to take advantage of Ozuma's wide swing and his delayed punch, due to a broken rib, to deliver a second down and win the match. Second Round: Kobashi Kenta Kobashi Kenta is a boxer that depends on winning with points. Ippo is annoyed by Kobashi's technique, which is to clinch often; eventually Kobashi's strategy, to rob Ippo of his stamina, takes effect. However, in the final round (the 4th round), Kobashi punches Ippo with a counter and becomes excited at the prospect of landing a KO on Ippo. Even though his second disapproved, his desire to gain a KO victory lead him to fight head-on, but Ippo took his chance the instant Kobashi stepped outside the pure, no-risk outboxing and KO'ed him. Semi-final Round: Hayami Ryuuichi A pretty boy boxer who held the title of Inter High Champion with his fast barrage of punches called the Shotgun and Ippo's first opponent as an out boxer. Hayami looked down upon Ippo, and dismissed him since he felt Ippo was an unworthy opponent. Hayami's strategy uses a short uppercut against dashing infighters and finishes them with his Shotgun. Ippo, however, manages to counter him by using a cross hook counter against his short uppercut, and sees through the storm of punches. Having finally mastered bobbing and weaving at the training camp, he was able to avoid and get close to Hayami. Ippo finished the fight with a rush followed by an uppercut to win the fight in 1 round moving to the finals. East Japan Final Round: Mashiba Ryou Ippo's final opponent in the East Japan Rookie King tournament defeated Miyata with a controversial foul and seemed poised to take the Rookie King Title. Ippo met Mashiba at his pro license exam, and has since been afraid of his dark demeanor throughout most of the series (albeit comically), but after witnessing Mashiba's foul, Ippo goes into the match determined to win. Initially, Mashiba's flicker jabs exploited Ippo's short reach by keeping him at bay, but Ippo eventually slipped in, broke Mashiba's elbow (at the expense of his right hand), and slugged it out with him. Ippo gave Mashiba his first and only legitimate black star in the form of a heavy and painful K.O victory.

Since Ippo had broken his fist, the All Japan Round didn't seem like a possibility, but when Ippo met Sendou, the West Japan Rookie King, in person, he decided to go ahead with the fight. He received therapy from Doctor Yamaguchi which allowed him to fight with a proper hand. The match was an intense slug-fight which ended abruptly before the fourth round when Sendou turned out to be unconscious in his corner, despite still sitting upright looking ready to continue.

After winning the All Japan Rookie Tournament, Ippo found that his rival Miyata was going overseas. Ippo was left with no current goal to motivate him. Rehabilitating his hand injured from his previous fight, Ippo breaks from training and starts supporting his fellow boxers at Kamogawa Gym in their fights. He then meets the current National Feather Weight Champion Date Eiji, who hints that in the future they may face each other since Ippo is already ranked number 10 upon winning the Rookie King Tournament. Ippo realizes that he wants to fight the Champion and trains for his new challenge. And he proceeds to do this by entering an A class tournemant and defeating Okita Keigo, Saeki Takuma and Alexander Volg Zangief. Date Eiji After earning his right to challenge Date Eiji, one of Japan's most revered boxers, Ippo went into the match bringing everything he had learned in his past 10 matches with him. For the first few rounds he succeeded in pushing the champion to his limits. However, when Eiji began using the high-level Neck Spin to negate most of the power behind Ippo's punches, Ippo becomes disoriented. Eiji gradually returns to his style of fighting from his younger days. He delivers a powerful Heart Break Shot that stuns Ippo, then prepares to deliver the finishing blow. But the referee stops the match because Kamogawa had already thrown in the towel. Victory goes to Date Eiji. Thanks to this match, Date regains his confidence in challenging the world champion, Ricardo Martinez. He relinquishes his belt, leaving Sendou Takeshi and Alexander Volg Zangief to fight for it. Sendou wins by a controversial decision and becomes the new Japanese Featherweight champion. Ponchai Chuwatana A Thai fighter ranked 3rd in Thailand who faces Ippo following his 5 month break against Date Eiji. Ponchai had a very well-built physique and a strong determination to win in his boxing matches.in the second round, Ippo starts to land small punches while swaying left and right, before speeding up and finishing Ponchai off with his new finishing move, the ""Dempsey Roll.""After this match, Sendou, the new featherweight champion, challenged Ippo to a match personally. Sendou Takeshi The continuation of the unfinished match between the hard punchers of East and West. Ippo and Sendou had been looking forward to a match since the All Japan Rookie Championship was unfinished in their minds. To prepare for the match they both strengthened their weaknesses through new training methods, Sendou improving his lower body and Ippo his upper body. This match is considered to be one of the most intense since both fighters had roughly the same amount of punching power resulting in numerous slug fests and a footstomp from the audience that shook the hall. Ippo originally had problems since he had a smaller body, meaning he had a little bit less muscle and was going to lose unless he started to connect more punches than Sendou did. But with encouragement from his friends and remembering his training he managed to continue his match against Sendou. The match turned into a mix up, where both fighters drew out the others' potential and helped each other grow stronger. With one final showdown between their signature finishers, Ippo managed to pull through and finish Sendou off by inventing a combo of his 3 strongest techniques to take the belt and title. Sendou then personally congratulated Ippo.

After obtaining the National Japanese Feather Weight Belt from Sendou, Ippo defended the title successfully for eight consecutive times.

After yet another canceled fight with Ichiro Miyata, Ippo lost his drive and thought of retiring from boxing. However with the help of Iimura Mari and the words of his friends and previous opponent, he was able to find his true goal which is to become strong and went back to Kamogawa Gym to continue Boxing. Kamogawa then tells Ippo to aim for the World, but having them cut off the shortest route of getting to the top rankings by beating the OPBF Champ Miyata, Kamogawa tells Ippo that he will take a different path, which is to defeat all of the OPBF National Champions, obtaining their WBC rankings and becoming an unofficial OPBF Champion.

After his fight with Kojima, Ippo was told by the coach that he would be relinquishing the JBC Featherweight Title and moving up to challenging world rankers. His first match as a world contender is against Alfredo Gonzales, the 2nd ranked Featherweight in the WBA and 3rd ranked Featherweight in the WBC. in the 7th round, the boxers enter yet another exchange which Ippo wins, but as he goes for the finishing blow, Alfredo lands a powerful right counter and sends Ippo to the canvas, where he lays motionless. Kamogawa runs into the ring to help Ippo and the referee declares a TKO. As of this fight, Alfredo is the second person to knock Ippo unconscious.

Total Fights: 25. Wins: 23, All of which are by KO. Losses: 2."
Takamura, Mamoru;Mamoru Takamura (鷹村 守);"Mamoru ""The Bear Slayer, Japanese Hawk, Lord of perverts"" Takamura";"
Birthday: July 7, 1969
Homeland: Tokyo, Japan
Family: Takamura Suguru (older brother), Takamura Kyouka (older sister), Takamura Wataru (little brother)
Occupation: Professional Boxer
Weight Class: Middleweight (Currently), Junior Middleweight
Height: 185 cm (6'1"")
Reach: 189 cm (74"")
Style: Hybrid
Stance(s): Orthodox Stance, Brawling Stance, Hitman Style
Current Affiliation: Kamogawa Boxing Gym
Trainer: Kamogawa Genji

He is a multi-weight class (currently middleweight) hybrid boxer affiliated with the Kamogawa Boxing Gym. He is the current unified WBC and WBA Middleweight champion and strongest known character in the series.

Takamura is very hearty, rude and often behaves vulgarly. He is a loud arrogant boaster who tends to refer to himself as Ore-sama (a Japanese name suffix intended for people of great importance) and he rarely ever shows a shred of consideration towards other fighters after a loss.

Takamura was discovered on the streets by Coach Kamogawa Genji, and his speed, power, and technique are all high-level to the point that he is capable of handling both In Fighters and Out Boxers without too much trouble. Unlike most characters in Hajime no Ippo, he has no special finishing blow, but every punch he has possesses killer destructive power. With the wild power to always force out any situation he claims will happen, he is a man who does everything he says he will.

As the one who got Ippo, Aoki and Kimura into boxing, he is well respected at the Kamogawa Gym. Even though he constantly looks down on and ridicules their achievements, his unrivalled strength and the few moments his true kindness leaks out prevent them from losing their respect for him. Takamura loves to pick on his fellow gym mates, with Aoki usually the first on his list. Although he tends to get more serious when hearing about or training for his next match, he still finds the time to play pranks on everyone and goof around.

He is the current WBC and WBA World Middleweight Champion and former WBC Junior Middleweight Champion. He was also the JBC Middleweight Champion, but relinquished it after 4 title defenses. He lives alone at the Ohta Inn apartment complex, and his room is littered with junk, old food, pornography, and even his Belts. He still lives there even after becoming World Champion, preferring a simple life.


Takamura's one weakness is his arrogance and temper, as he is able to be easily provoked by many of his opponents, he also has in two occasions felt the compulsive need to finish his fights with 1-Hit KOs (Due to Miyata getting too much attention, and Ippo scoring a 1-Hit KO), which led to him almost losing against opponents a lot weaker than him. Like Miyata, Takamura is constantly struggling with weight control, so he is prone to losing stamina slightly quicker due to fighting in weight-classes below his natural weight. Aside from that the only times Takamura has been in trouble is when an opponent reads his attacks, but he just keeps trying until he finds a way to connect. In both his matches with Eagle and Bison, Takamura's right eye (or at least his field of vision on his right side) played a key role in his opponents gaining the upper hand. This suggests he may have a detached retina in his right eye, though this is not confirmed by the manga.
The character for Taka (鷹) in his name means hawk, and as a result he is sometimes nicknamed The Japanese Hawk by announcers and spectators (most notably during his matches against Brian Hawk and David Eagle). He lives alone at the Ohta Inn apartment complex, and his room is littered with junk, old food, pornography, and even his boxing belts. His pompadour hairstyle is his trademark.

Current Record:

Rank: C (WBC), C (WBA) Total fights: 24 Wins: 24 Wins by KO: 24 Losses: 0 Draws: 0"
Aoki, Masaru;Masaru Aoki (青木 勝);"Masaru ""Leapfrog The Brocco Man"" Aoki";"
Birthday: September 9, 1971
Homeland: Tokyo, Japan
Occupation: Chuuka Soba chef
Weight class: Lightweight
Height: 171 cm (5'7"")
Reach: 171 cm (67"")
Style: Unorthodox boxing style
Stance: Orthodox Stance
Current affiliation: Kamogawa Boxing Gym
Trainer: Shinoda

He is an unorthodox lightweight boxer and one of the core members of the Kamogawa Boxing Gym. He, along with Kimura Tatsuya, are known to have been scouted into boxing by Takamura Mamoru, an individual they swore to defeat but eventually came to admire.

Aoki was a punk from his childhood up through high school, at which point he encountered, fought and got beat down by Takamura Mamoru (who was then a middleweight with two wins under his belt). This loss motivated him to quit school along with his close friend Kimura Tetsuya to become boxers at Kamogawa gym. Although their initial goal was to land a clean hit on Takamura, they grew to love boxing and develop their own skills. Aoki became a clownish boxer whose signature techniques, the Frog Punch and Look-Away, eventually led him to a draw in a Japanese title match with then-champion Imae Katsuka. Currently in the series, Aoki had a going rivalry with Papaya Dachiu, the lightweight champion of the Philippnes, with whom he has drawn two consecutive matches.

In a flashback shown in the series, Aoki is known for his troubled school life as a delinquent. He, along with long-time friend Kimura, were known to participate in countless fights and brawls with 'rival' schools. Throughout the series Aoki has shown a rather playful, immature, and mischievous personality- an attitude he reflects in his boxing matches where (due to his comparatively unexceptional boxing skills) he constantly thinks of methods to to deceive, confuse, or even ridicule opponents to a certain extent. A very long-running gag is that Aoki keeps revealing impressing talents, that sadly have no connection with boxing. Another one involves his girlfriend's friendship with Kumi that has made made contacting her far more easy than Ippo could ever hope, so Aoki often helps him out. His prankster personality extends to his own teammates and is most notably reflected in his attitude towards Makunouchi Ippo and (at times) Takamura Mamoru. Together with Kimura he is paired into the Aokimura duo by Itagaki Manabu.

Aoki's taste in women is seen as a running joke in the Hajime no Ippo series where, in contrast to the tastes of his gym mates, Aoki places his preferences in women considered 'ugly' by everyone else. This may be due to an incident where he was cruelly dumped by a beautiful girl, psychologically turning him to prefer uglier girls. Even though he may have a taste for ""ugly"" girls, he is able to hold a girlfriend, Tomiko, longer then any of the other guys with the exception of Ippo but it remains to be seen if he and Kumi will ultimately be together.


For the most part Aoki's fights in the series are not as major or impactive on the general storyline. However, in his most recent fight against Iga Shinobu (and his coach Kurita Baron, a former member of the Kamogawa Gym), Aoki was beaten badly and landed himself in the hospital. Given the option to retire with Kimura after their considerably lengthy careers Aoki refuses, and is determined then to stay in the lightweight class until he defeats Iga, whom he now considers his goal and rival. Takamura is then seen commenting on how stubborn both Aoki and Kimura are.

Current Record

Rank5 (JBC) Total fights: 23 Wins: 12 Wins by ko: 7 Losses: 8 Draws: 3"
Kamogawa, Genji;Genji Kamogawa (鴨川　源二);Genji  Kamogawa;"
Birthday: January 15, 1917
Homeland: Japan Tokyo, Japan
Family: Nekota Ginpachi,Mamoru Takamura
Occupation: Kamogawa Gym Founder and Coach
Weight Class: Bantamweight
Style: In Fighter
Current Affiliation: Kamogawa Boxing Gym
Trainer: Himself
Date(s) Retired: 1947

Kamogawa Genji is a deuteragonist in Hajime no Ippo. His influence on the story rivals those of Takamura Mamoru's and Miyata Ichirou's; all three inspire Makunouchi Ippo to continue boxing.

Kamogawa is the head coach of the Kamogawa Boxing Gym and is close friends with Nekota Ginpachi and Hama Dankichi. As a coach he is strict and holds high expectations for his trainees but is also shown to genuinely care for the well-being of his fighters (albeit in a more silenced, aloof way), forging a strong bond with each and every one of them through trust and spirit. He possesses an extremely sharp sense for boxing and a large wealth of knowledge in regards to boxing, able to give strategies to his fighters that often cause turnabouts in matches. He is shown throughout the series to be most proud of his two most prominent boxers: Takamura Mamoru and Makunouchi Ippo.

He is a retired boxer who founded the Kamogawa Boxing Gym. He acts as the trainer of both Ippo and Takamura,as well as a cornerman for the boxers under Shinoda Tomoyuki.

Kamogawa worked as a prizefighter in Japan shortly after the end of the Second World War. He has exchanged blows with former prizefighter Nekota Ginpachi multiple times. He was also friends with fellow prizefighter and future trainer Hama Dankichi. During the American occupation of Japan, Kamogawa harboured strong feelings of national pride, refusing to accept food handouts.

Sometime later, Kamogawa opened his own boxing gym, where he trained the future manager of the gym Yagi-chan, the then-OPBF Featherweight champion Miyata-san, and the budding counter specialist Miyata Ichirou. By chance, he encountered Takamura Mamoru and convinced him to enter the world of boxing under his tutorship. Takamura then scouted Aoki Masaru, Kimura Tatsuya, and Makunouchi Ippo to the gym.

Though he chose not to train Itagaki Manabu, he is present in his matches as a cornerman. He is equally as surprised at Itagaki's speed and boxing skills as he is at the talents of his own trainees.

Record:

Total fights: 8 Wins: 5 Wins by KO: 5 Losses: 2 Draws: 1 Championships: None"
Kimura, Tatsuya;Tatsuya Kimura (木村 達也);Tatsuya  Kimura;"
Homeland: Tokyo, Japan
Weight Class: Junior Lightweight
Height: 171 cm (5'7"")
Reach: 171 cm (67"")
Style: Out Boxer
Stance: Orthodox Stance
Current Affiliation: Kamogawa Boxing Gym
Trainer: Shinoda


Ippo's senpai and Aoki's best friend. He is the smooth, collected type and a romantic at heart, but trains as hard as anyone. His style incorporates a fast left and faster footwork. In the past, he and Aoki were the toughest high-school thugs around, but now Tatsuya's real job is at his family's flower shop. He is a junior lightweight boxer. Along with Makunouchi Ippo, Takamura Mamoru, Aoki Masaru, and Itagaki Manabu, he rounds out the core members of the Kamogawa Boxing Gym. His main fights in the series are against Mashiba Ryou and Eleki Battery.

Kimura and Aoki Masaru were best friends since kindergarten. In high school they began brawling and causing trouble with students from rival schools, namely North High, which eventually led to their expulsion. Kimura was the most affected by this because he was worried he had disappointed his mother. One day the pair attacked North High's Takamura Mamoru and lost miserably. Seeing Takamura's strength as a boxer, they decided to join the Kamogawa Boxing Gym to try and become strong too.

Kimura became a delincuent beacuse he was bullied by an older boy, and when his father went to confront the boy's father, he was pressured and ended up apologizing, this made Kimura lose all respect for his father, becoming more violent in both his house and in the outside, and decided to quit highschool without his parents knowing.

Like Aoki, his boxing ability is also downplayed for much of the series (albeit not quite as badly). Despite this, he has proven to be a good boxer with solid all-around ability. Miyata stated that as a boxer, Kimura had no weaknesses (despite also not having any strengths) and Miyata's father said that although he was only ranked third before his fight with Mashiba, his talent surpassed that ranking. Mashiba himself admitted that Kimura was his strongest challenger. He shows strength around the level of a national champion, as he was able to draw with Eleki Battery twice and only barely lost to Mashiba.

As fast outboxer, Kimura is often asked to be a sparring partner for as Makunouchi and one time for Miyata, though Kimura benefited more from Miyata's sparring.


After losing to Ryo Mashiba, he announced his retirement from boxing.Shortly after, unable to stay away from boxing, he returned saying he would spell his name in katakana (タツヤ) instead of kanji (達也).


Kimura's main role in the story is that of a supporting character, but upon his and Aoki's second entry into the Class A Tournament, they became directly antagonized by Iga Shinobu and his trainer, Baron Kurita. They are now both aiming to settle their grudge with the duo.


Current Record

Total Fights: 24 Wins:15 Wins by KO:9 Losses:6 Draws:3"
