Char_Name;Name_Jap;Name_Nick;Char_Data
Nota Seniorious, Chtholly;Chtholly Nota Seniorious (クトリ・ノタ・セニオリス);Chtholly  Nota Seniorious;"
Age: 15
Race: Leprechaun
Carillon: Seniorious

The bearer of the carillon Seniorious the oldest and the greatest carillon of all time. She was the oldest fairy in the facility at the time. As the oldest fairy in the facility, she tried to be a good example for the little ones. She even avoided eating sweets in front of the little ones because she thought it was childish to do so. She's not very honest with herself.


Later she decided to face her own feelings toward Willem.

During the Plantaginesta incident, Willem proposed to her in the worst location possible, a dirty storeroom. She fainted after the proposal.

One day after the proposal, during the Teimerre attack, she decided to rescue Willem and Nephren after their fall. She fought the Teimerre until her last breath.

Unlike other fairies, her body still remains even after her death. It turns out that her encroachment with Elq did something to her body."
Kmetsch, Willem;Willem Kmetsch (ヴィレム・クメシュ);Willem  Kmetsch;"
A former warrior, once known as the ""strongest"" of the Quasi Braves (exceeding in techniques), he was petrified/frozen 526 years ago, before the seventeen beasts appeared and least than a year before humanity went extinct.

He is the last human known to be alive 527 years after humanity went extinct. He was stone-frozen a year before it, under the age of 16. His resting-curses was lifted two years before the events take place.

He likes to play with kids (after growing up at an orphanage), although some mistake it for ""him being into little girls.""


Later in the anime, he falls in love with Chtholly and proposes to her; she accepts."
Ruq Insania, Nephren;Nephren Ruq Insania (ネフレン・ルク・インサニア);"Nephren ""Ren"" Ruq Insania";"
Nephren is a Leprechaun rarely showing emotions. She cares about Willem and helps him a lot but often sticks to him for some unknown reason. She loves flowers.

(Source: Wikipedia)"
Myse Valgulious, Ithea;Ithea Myse Valgulious (アイセア・マイゼ・ヴァルガリス);Ithea  Myse Valgulious;"
Ithea is a Leprechaun that has her hair styled like cat ears. She has a happy-go-lucky personalty, and often jokes that Willem only likes girls of her age.

(Source: Wikipedia)"
Nygglatho;Nygglatho  (ナイグラート);Nygglatho  ;"
Age: 21
Race: Troll
Position: Fairy Warehouse Caretaker from Orlandri

Trolls, close in relation to Ogres, prey on the other races, especially the Emnetwiht (human). She met Willem during a scavenger mission while he was in his petrified state. Nygglatho often jokingly asks Willem if she can eat him.


Despite her young age, she has already accomplished much. She is the mother figure in the facility, and treats all the fairies in the facility as her own. She shows her weak side from time to time, and usually goes to the forest to hunt bears when depressed.


She holds a high opinion about Willem and asks Willem to consider her to be his partner.


After Chtholly's death, she cut her hair short, a Troll custom.


Her father is on the 11th Island and runs an inn. Willem and Elq stayed there for awhile."
Ytri Historia, Rhantolk;Rhantolk Ytri Historia (ラーントルク・イツリ・ヒストリア);Rhantolk  Ytri Historia;"
Age: 14
Race: Leprechaun
Carillon: Historia

The bearer of Historia. Not much is known about this Carillon. Its ability is to accumulate memories of the past users. Rhantolk is often seen as an unfriendly and cold Leprechaun because of the way she talks. She is not very close to the children. She is interested in reading poems and about history. She has a bad habit of thinking out loud while reading. Making desserts is her hobby.


She confronted Willem in his half-Beast form on the 11th island."
Hrqstn, Elq;Elq Hrqstn (エルク・ハルクステン);Elq  Hrqstn;"
A young girl with a mysterious mental connection to Chtholly.


The child is later shown to be Chtholly's past life."
Nox Katena, Pannibal;Pannibal Nox Katena (パニバル・ノク・カテナ);Pannibal  Nox Katena;"
Age: 9
Race: Leprechaun

A smart-looking girl who often causes mischievous with her playmate Collon. She attacked Willem when he first come to the facility."
Rin Purgatrio, Collon;Collon Rin Purgatrio (コロン・リン・プルガトリオ);Collon  Rin Purgatrio;"
Age: 9
Race: Leprechaun

An energetic girl who always talks using a loud voice. She is quite agile and often gives Willem a joint lock."
Asplay, Lillia;Lillia Asplay (リーリァ・アスプレイ);Lillia  Asplay;"
No biography written."
Ginko;Ginko  (ギンコ);"Ginko ""Mushishi, Yoki"" ";"
Ginko employs himself as a Mushi master (mushishi), traveling from place to place to research Mushi and aid people suffering from problems caused by them.

Ginko is a rare person who attracts mushi. This inspires his peripatetic lifestyle; staying in one place too long will gather a potentially dangerous amount of mushi. He also smokes constantly in order to keep mushi away.

In terms of personality, Ginko is rather laid back, but can be very serious when it comes to protecting people from mushi. He also often stresses that the mushi are not evil, but they merely exist as a part of the nature and try to survive like every other living being.


When Nui found him, he was unconscious in the woods, wounded and abandoned. As he had no place to go, Nui decided to care for him instead of making him leave. He went by the name ""Yoki"" until Nui was consumed by the Ginko mushi. Yoki lost his memory and was forced to take a new name because of the nature of the Ginko mushi, thus changing his name in the only thing he remembers, ""Ginko""

Ginko's unusual white hair and green eye color is the result of an incident involving a mushi that occurred when he was a child.

He lost his other eye and hair color when he tried to save Nui from the Ginko mushi that lived in the pond near where they lived. Nui protected Ginko by telling him to offer them as a sacrifice so the Ginko would let him be. He never saw Nui again and after nearly being consumed by the mushi he adopted the name Ginko to save himself."
Karibusa, Tanyuu;Tanyuu Karibusa (狩房 淡幽);Tanyuu  Karibusa;"
Long ago, there was a mushi unlike any other, a forbidden mushi that destroyed all things indiscriminately. But a mushishi of the Karibusa family sealed this forbidden mushi inside herself, turning her skin the color of ink and eventually killing her. But not before she had a child.

Since then, one in every other generation of the Karibusa family has carried the forbidden mushi inside them, rendering part of their bodies ink black and useless. But they have learned how to bind it. By listening to stories of the death of other mushi, they can subdue the forbidden mushi and use its mark like ink to write these stories down and seal the forbidden mushi away on paper. Those who do this are the Recorders. They live in an isolated house with their records, visited only by the family and mushishi.

Karibusa Tanyuu is the fourth Recorder. The curse is located on her right leg, and she has learned to be skillful at moving on crutches and hopping on one foot. And in spite of the pain that this forbidden mushi constantly causes her, she loves and respects mushi, all forms of life. She is proud but kind, and there is no one who could do her job more effectively.

Tanyuu's deepest desire is to complete the sealing away of the forbidden mushi, and to be freed to travel with Ginko.

(Source: dramadramaduck.pbwiki.com)"
Nui;Nui  (ぬい);Nui  ;"
After Ginko was orphaned by a landslide she took him in and cared for him. She taught him about the Mushi, but harbored a secret from him.


The Mushi in the pond near where she lives are responsible for her hair color turning white and the loss of her eye. When the other eye is lost over time the person who is afflicted turns into a shadow where they are consumed and swept away by the great Ginko mushi that lives in the pond alongside the darkness mushi.

She is a Mushi master and has lost her hair color and right eye to the Mushi living in the pond near her house.

She can be heard narrating some of the opening and closing lines of the anime."
Adashino;Adashino  (化野);"Adashino ""sensei"" ";"
Adashino-sensei is the doctor of a village whom Ginko goes to occasionally to sell him paranormal items that have been dealt with or still contains mushi, because his hobby is collecting such items. He appears in episodes 5, 10, 18, and the OVA."
Shino;Shino  (しの);Shino  ;"
Appears in episode 8."
Sui;Sui  ;Sui  ;"
A girl who has a strange disease which forces her to live in the darkness because her eyes can't stand the light."
Kaoru;Kaoru  (カオル);Kaoru  ;"
Appears in the second episode of Mushishi Zoku Shou 2nd Season."
Maho;Maho  ;Maho  ;"
A boy who lost his hearing and has four mysterious horns on his head. He lives with his grandmother since his mother death who had the same horns as Maho."
Ioroi, Shinra;Shinra Ioroi (五百蔵 しんら);Shinra  Ioroi;"
Appears in episode 1. A boy whose left hand is like a God's. When he draws something it becomes alive. He lives alone since his grandmother died."
Koro;Koro  ;Koro  ;"
Koro appears in episode seven and has a strange habit of pursuing rainbows just like his father used to do."
Yuu;Yuu  (優);"Yuu ""Augustine, No.3987"" ";"
An orphan who killed three people: a mother, kid and a man. He is in prison (death row) waiting for his death to the point that he attempted suicide numerous times.


His abusive father caused Yuu's three-year younger brother to go blind. Their mother could not handle the abuse so she abandoned her children, and so Yuu and his brother were sent to an orphanage. Since the brother would get teased a lot, they ran away and lived on the streets together. For his brother's sake Yuu shoplifted and even worked as a prostitute. But his younger brother jumped in front of traffic and was killed because he felt Yuu would have an easier life by himself. Years later, Yuu killed three people. Until he met Juri his life was all in the darkness and despair. In the end, he confesses that he fell in love with her and wanted to live and listen to her play the piano, but he could hear it just once before he was executed.


The truth was that he only meant to kill one person with an umbrella that he took from the two other people who died—a mother and a child. In the process of taking the umbrella, he accidentally knocked the mother and child over the cement and a train coming by hit them.


In the manga, Yuu asks to have a christian name bestowed on him. The name is Augustine."
Mutou, Juri;Juri Mutou (武藤樹里);"Juri ""Sylvia"" Mutou";"
The daughter of a very famous pianist who had to stop playing after giving birth to her. She believed she had no hope in the future due to a dark past - until she met Yuu.


When she was 16 years old, her piano teacher raped her. She told her mother about it, but she didn't believe her. Taking her daughter for granted and hating her for losing her dream—piano—caused Juri's hatred for her."
Inoue, Jirou;Jirou Inoue ;Jirou  Inoue;"
Inoue is the warden at the prison where Yuu is incarcerated."
Mutou, Mother;Mother Mutou ;Mother  Mutou;"
A very famous pianist who had to stop playing after giving birth to Juri. She hated that Juri was even born."
Monica;Monica  (モニカ);Monica  ;"
She is Juri's aunt. She lost her child in a motorcycle accident. She couldn't bear the grudge anymore after the killer committed suicide in prison and joined the clergy. She meets convicts on death row and tries to take care of them."
Saitama;Saitama  (サイタマ);"Saitama ""Caped Baldy"" ";"
Race: Human
Age: 25
Height: 175 cm (5'9"")
Weight: 70 kg (154 lbs)
Location: Z-City
Abilities: Immeasurable Strength, Immeasurable Speed and Reflexes, Infinite Stamina, Supernatural Senses, Invulnerability, Indomitable Will
Occupation: Superhero
Level:

C-Class (Rank 388 - 342 - 5 - 1) B-Class (Rank 101 - 63 -33 - 7) A-Class (Rank 39)
Affiliation: Hero Association
Partner(s): Genos

Saitama is the most powerful hero alive. Having apparently trained himself to superhuman condition, Saitama faces an existential crisis as he is now too powerful to gain any thrill from his heroic deeds.

He is registered with the Heroes Association as a C-Class Superhero and is tasked to defend Z-City against Mysterious Beings.

Saitama is usually deliberately drawn in a simpler style than other characters, with a very rounded head and only a simple mouth and eyes. When drawn in a more 'action-oriented' style with more detail, Saitama is revealed to have sharp features, dangerous looking eyes, and chiseled musculature. His costume is a plain yellow jumpsuit with a short zipper at the collar and a belt. The costume is finished out by an ensemble of red boots and gloves, and a white cape.

For a superhero, Saitama is rather laid back. Because even the mightiest foes pose no challenge to him, he doesn't take his hero work very seriously. In spite of this, he is constantly searching for an opponent that can challenge him, since his superhero work is beginning to bore him because it's too easy. The combination of his attitude, unstoppable strength, and distinctively simple and 'unimpressive' appearance often cause his battles to become anticlimactic. Saitama will usually allow his opponents to rant about their motives and power up into their strongest forms before suddenly and nonchalantly obliterating them with one punch.

(Source: One Punch-Man Wiki)"
Genos;Genos  (ジェノス);"Genos ""Demon Cyborg"" ";"
Race: Human (Cyborg)
Age: 19
Height: 178 cm (5'10"")
Location: Z-City
Abilities: Cyborg Body
Occupation: Superhero
Level: S-Class; Rank: 14
Affiliation: Hero Association
Partner(s): Saitama

Genos is a 19-year-old cyborg and disciple of Saitama. He is always aiming to become stronger and fights for justice. As a registered Superhero, he is in the S-Class ranking at 14.

Genos has a mechanical body of a teenage young man, a pale looking face, blond eyebrows, black sclera and yellow piercing eyes and has blond spiky hair. Over his mechanical limbs, he wears black pants and black shoes. Genos sometimes sports new black mechanical arms, during the time when he sparred with Saitama, and during the time on preparing to stop a giant meteor, he equipped more block-shaped, black mechanical arms along with a small headgear.

Genos is an extremely serious character. He has a strong drive to get stronger than he is, and pesters Saitama to train him frequently.

(Source: One Punch-Man Wikia)"
Mumen Rider;Mumen Rider  (無免ライダー);"Mumen Rider ""License-less Rider"" ";"
Race: Human
Age: 25
Gender: Male
Location: Z-City
Abilities: Weapons; Gauntlet; Bicycle of Justice
Occupation: Superhero
Level: C-Class; Rank: 1
Affiliation: Heroes Association
Debut: Chapter 12

Mumen Rider is a C-Class Superhero from Z-City. He has the #1 rank of the C-Class.

The Mumen Rider is a young man of average height and weight. He wears an armored suit, with light colored armor covering his torso and shoulders. He has a black leather suit under the armor and black gauntlets and kneepads. He also has a green bicycle helmet and dark shades.

He is a courageous young man who rides his bicycle everywhere. He is shown to be a man of justice and he never gives up. He uses his bicycle as a weapon by crashing it into his enemies and fights using hand to hand combat. He is shown to have relatively average strength and average speed but great resiliency. He is good friends with Saitama.

(Source: One Punch-Man Wikia)"
Tatsumaki;Tatsumaki  (戦慄のタツマキ);"Tatsumaki ""Terrible Tornado"" ";"
Race: Human (Esper)
Age: 28
Abilities: Psychokinesis
Occupation: Superhero
Level: S-Class; Rank: 2
Affiliation: Hero Association
Relatives: Fubuki (Younger sister)

Tatsumaki is the S-Class, Rank 2 superhero and the older sister of Fubuki.

Tatsumaki is a petite woman, commonly mistaken for being much younger than she really is. She has a youthful face with wide emerald green eyes and hair that curls up on the ends. She wears a formfitting black dress with long sleeves and four high-cut leg slits that show off her legs and low-heeled black shoes.

Being the second ranked S-Class hero, Tatsumaki is very powerful. She is one of the most powerful heroes and the most powerful esper alive. Fubuki describes her as a monster much like Amai Mask, who chooses not to advance from A-Class to S-Class to not allow weaklings to rank up. Even after witnessing Saitama's display of power in the fight against her, Fubuki is convinced that Saitama is nowhere near her older sister in terms of strength and fighting ability.

(Source: One Punch-Man Wikia)"
Sonic;Sonic  (音速のソニック);"Sonic ""Speed-o'-Sound"" ";"
Race: Human
Age: 25
Location: Z-City
Abilities: Superhuman Speed, Agility
Weapons: Ninja equipment
Occupation: Bodyguard (former), Villain
Affiliation: Zeniru (former)

Sonic is a villain, first appearing as a bodyguard hired by Zeniru. He views Saitama as his eternal rival.


Appearance:
Sonic is a thin, slightly effeminate man, who despite his slender build is extremely strong and fast. He has black medium length hair that is tied up in a topknot. One noticeable feature is that he has two purple marks under his eyes, one under each. He first appears wearing a tight black outfit highlighted by metal plating on the shins, fore-arms, shoulders and chest, as well as a long purple scarf. He is shown later in black street clothes. He always carries a ninjato and other ninja equipment such as kunai and ninja stars.


Personality:
Sonic is a villain who, despite his normally calm appearance, loves fighting strong opponents as shown by when he gets a ""child-like smile"" on his face when he first meets Saitama and has two of his attacks blocked, earlier calling this his ""bad habit."" He seems to be very quick to act as he attacks Saitama on their first meeting without letting him explain the situation.

After being defeated by Saitama for the first time (episode 4), while working as a bodyguard for Zeniru, he devotes his time into finding a way to defeat him.

(Source: One Punch-Man Wikia)"
Garou;Garou  (ガロウ);"Garou ""Human Monster, Hero Hunter"" ";"
He was the best disciple of Bang's dojo, until he went on a rampage against the other students and disabled many of them for life. He was expelled after getting a beating by Bang.


He eventually becomes the strongest villian, ranked as a Dragon + level threat (considered around the same strength as Boros). Using his 'God-Slayer Fist', he easily defeats Golden Sperm and most of the remaining S-Class heroes. In an epic fight with Saitama, the man is ultimately defeated but manages to escape before the heroes are able to get rid of him for good."
Fubuki;Fubuki  (フブキ);"Fubuki ""Hellish Blizzard"" ";"
Race: Human (Esper)
Age: 23
Height: 167 cm (5'6"")
Abilities: Psychokinesis
Occupation: Superhero
Level: B-Class; Rank 1
Affiliation: Hero Association, Blizzard Group
Relatives: Tatsumaki (older sister)

Fubuki is the leader of the B-Class superhero group, Blizzard Group and Tatsumaki's younger sister. Her rank is number 1. She is a tall, pretty woman, with shoulder length black hair. She wears a long black dress, black boots and several necklaces all under a long fur coat. Her eyes are bright green, much like her older sister's.

She is shown to be able to levitate and launch items. Fubuki uses ""Hell Storm"" where she levitates the rocks in the surrounding area and then launches them at high speed toward an opponent.

It is soon discovered that she is strong enough to be an A-Class hero, but refuses to become one since she will not be the number one.

(Source: One Punch-Man Wikia)"
Metal Bat;Metal Bat  (金属バット);Metal Bat  ;"
Race: Human
Gender: Male
Abilities: Weapons, Fighting Spirit
Occupation: Superhero
Level: S-Class; Rank: 15
Affiliation: Heroes Association
Debut: Chapter 29

Appearance: Metal Bat resembles a typical japanese bancho delinquent who sports a pompadour. His eyes and brows greatly emphasize his hot temper.

Personality: He appears to have a great deal of confidence in himself stating that he did not care whether a threat is a Demon or Dragon level, he would take care of it himself. He also seems to be brash and reckless, as shown when he immediately smashed one of Melzalgald's marbles instead of trying to analyze what purpose it serves for the enemy. The way he speaks is like of a pirate accent, pronouncing ""yer"" instead of ""your"" for example. He cares greatly about his sister, being angry that he had to miss her piano recital for a meeting.

(Source: One Punch-Man Wikia)"
King;King  (キング);King  ;"
King is the S-Class rank 7 superhero for the Heroes Association.

Considered the ""strongest man in the world"" after defeating a demon class villain effortlessly. Seems he prefers not to fight in actual combat as his name alone is enough to scare away just about any villain.


King is a normal, powerless human who just happened to be a passerby when some heroes defeat an enemy and he's given the credit for it. One of those instances was when Saitama defeated Vaccine Man. He claims that he's merely a 29-year old, unemployed, useless otaku living by himself. King loves to play video games including dating simulations.
"
Puripuri Prisoner;Puripuri Prisoner  (ぷりぷりプリズナー);"Puripuri Prisoner ""Huff-Puff Prisoner"" ";"
Occupation: Superhero
Level: S-Class; Rank 17"
Hidaka, Kenzou;Kenzou Hidaka (日高 健三);Kenzou  Hidaka;"
The teacher of the extramural art class which Akiko attends, known for his rough, pragmatic teaching style. He treats all of his students the same, whacking them with a bamboo sword when they mess up and making them repeat sketches until they get them right, in some cases for years. He is usually referred to as ""sensei."""
Hayashi, Akiko;Akiko Hayashi (林 明子);Akiko  Hayashi;"
At the start of the series, Hayashi Akiko is a third-year high school student whose dream is to become a shoujo mangaka."
Futami;Futami  (二見);Futami  ;"
Akiko's friend who suggests that Akiko starts going to Hidaka Kenzou's art class."
Ogami, Ittou;Ittou Ogami (拝 一刀);"Ittou ""Lone Wolf"" Ogami";"
Ogami Itto seemed to have a very cushy life during Edo-Era Japan, for he had been the Shogun's official executioner (Kogi Kaishakunin). A position so powerful, the term ""Second"" meant that Itto was only second to the Shogun as far as metering out death to unloyal feudal lords throughout the 60 regions of Shogunate controlled Japan. In fact, the Shogun's symbol of the Hollyhock crest was a noticeable part of Ogami's court attire, thus deeming his stature as indeed being the Shogun's final say over his people. The Kogi Kaishakunin was highest of the three positions given to certain clans of samurai under the Shogun to root out corruption amongst the feudal lords who answered to his Highness about the land. The second clan was the Yagyu who assassinated anyone caught doing treasonous deeds. The third clan was the Kurokawa. Shinobi (ninja) sent to spy on daimyos (lords) and report back to the Shogunate.

Ogami won his exulted position, by protecting his Highness during the contest to choose the Executioner. The opponent, Gunbei Yagyu, disarmed Itto but blatantly pointed the tip of his sword at the Shogun in his victory over Itto. Ogami seeing this as a direct threat to his Highness stepped in between the sword and the Shogun and thus won the slot of Kogi Kaishakunin. This did not bode well with the ancient patriarch of the Yagyu, Lord Retsudo. Angered that his son lost on a technicality, he plotted against Itto and eventually set off the events that would transform the Shogun's executioner into the assassin known as Kozure Okami (Lone Wolf and Cub).

Returning home from work one evening, Itto finds his pregant wife Azami more fragile than she should be. It seems Lady Ogami has been suffering from terrible nightmares as of late, that the men Itto put to death were cursing the Ogami line. Ogami comforts his wife by explaining if the child they were expecting was a boy, why he chose the name Daigoro. Sadly, Azami's premonition comes true as she is murdered the next day. To further destroy Itto politically and literally, a death tablet bearing the emblem of the Hollyhock crest is placed in the shine he built to pray for the people he was required to execute.

And this is where things fall apart, finding his wife dead (and Daigoro cut out of his mother's womb), Itto is devastated. The next morning, the chief inspector of the region (a Yagyu named Bizen), reveals to Itto that he is being tried for treason again his Highness, because of the blasphemous memorial tablet rumored to be in the Ogami memorial shrine. Itto-completely perplexed by such an accusation-agrees to let Bizen investigate the rumor, only to find that there is such a tablet in the shrine!

While Bizen expects Itto to accept his fate of seppuku and slay both himself and his newborn son, Ogami soon smells a rat and realizes that the Ura Yagyu (the shadow Yagyu clan led by Retsudo) are behind this plot to undo him. After he refuses to kill himself and his son, Itto proceeds to cut through the Yagyu guards sent to ensure that Ogami follows the order through. Instead, a deal is made between Retsudo and Itto; a quick battle to decide if Itto will live outside of the region of Edo, or die right then and there, Ogami swears vengeance on the Yagyu clan and thus takes his son into Meifumado (Hell). Becoming an assassin and leaving his official samurai life behind, Itto can strike back at his most hated foes and eventually bring down the clan who murdered his wife and ruined his House.

For 500 gold pieces and the condition that every aspect of why the employer wants the assassination done, Itto now known as Kozure Okami, sets about bringing his own brand of justice to the realm, all the while teaching Daigoro what it means to be samurai. And what a journey it is. Pushing his son around Japan in a souped up wooden, metal and bamboo baby cart, it's a strange and loving testament between father and son.

There is little autobiographical data on Itto save for the following: He claimed he was from the Sakushu region of Japan, has served the Shogun for 27 years, and is a master of ""suemono giri"" (cutting through stationery objects). Another note: his name might not really be a name but the title ""sacred sword"" which almost sounds like a translation of his name.

(Source: Ninjadojo)"
Ogami, Daigorou;Daigorou Ogami (拝 大五郎);"Daigorou ""Cub"" Ogami";"
The son of Ittou and Azami, Daigorou becomes a stronger warrior as the story progresses.

(Source: Wikipedia)"
Yagyuu, Retsudou;Retsudou Yagyuu (柳生 烈堂);Retsudou  Yagyuu;"
The leader of the Yagyuu clan, Retsudou tries everything in his power to ensure that Ittou dies.

(Source: Wikipedia)"
Yamada, Asaemon;Asaemon Yamada (山田 浅右衞門);"Asaemon ""Kubikiri Asa"" Yamada";"
A young ronin who assumes the post of sword-tester. Asaemon's reputation is fearsome among the populace because he killed both his father and his first love. He performed the former at his father's insistence, as the terminally-ill man wanted to test his successor's swordsmanship in an act of seppuku; the latter was his first execution: a criminal who had seduced him as a boy years earlier.

He is atypical of portrayals of ronin in that he has a governmental post, owns a substantial house, and does not normally roam the countryside.


Years later, Asaemon is ordered by his superiors to kill Ogami Ittou, but secret interference by Yagyu Retsudo causes his sword to become damaged. During his duel with Ogami, Asaemon's sword breaks, resulting in his death.
(Source: Wikipedia)"
Yabuki, Joe;Joe Yabuki (矢吹 丈);"Joe ""Aniki, Assassin, Shinigami, Brawler"" Yabuki";"
The protagonist of the story. He is known for his long bangs and for always wearing a worn out beige coat and a red flat cap.

Not long after birth he found himself in many orphanages and facilities. However, he quickly grew tired of the boring life and frequently escaped, eventually finding his way to the Doya Town the story takes place in.

Joe is rude and quick to fight, but he can also be very frivolous at times. Because of his rough upbringing he is a delinquent who likes his solitude, but he later grows to appreciate his new friends and rivals. He is not very good at understanding women, and essentially only treats them nice out of obligation.


As a result of Rikiishi's death he temporarily suffers and cannot hit people in the temple, but he later overcomes this.
He is a bantamweight and his specialties include the cross counter and the No Guard stance. He has extraordinary punching strength, fortitude, and fighting spirit, often standing up after taking killer blows and has been known to counter cross-counters (a double-cross), possessing a raw, natural talent for the sport. He has even countered double crosses with a triple-cross, implying he has high-level technical abilities. Following his fight with Rikiishi, he begins to better develop his guarding.

(Source: Wikipedia)"
Rikiishi, Tooru;Tooru Rikiishi (力石 徹);Tooru  Rikiishi;"
Joe's rival in Ashita no Joe."
Tange, Danpei;Danpei Tange (丹下 段平);Danpei  Tange;"
Danpei is Joe's serious, cautious and responsible mentor who gets him started in his boxing career. He is fond of sake, being overly cheerful when drunk which contrasts with his strict everyday self. He is also very polite when talking to people that hold higher ranks than himself, something that annoys Joe, who doesn't care for such things.

Prior to meeting Joe, it is stated that Danpei used to be a boxer himself.
However, after the loss of one of his eyes, we learn that he was forced to give up on his own boxing career, aiming to become a coach instead. But due to his violent, strict, passionate and even desperate approach in training his boxers (who couldn't take it and abandoned him for better gyms) he became jobless and eventually a homeless alcoholic.

After meeting Joe and claiming that he has massive potential for the sport, he gives up on drinking due to the former's aversion to alcoholism (only drinking on special occasions) and vows to train him to be Japan's or even the world's best boxer, with the hope of a better tomorrow for the both of them."
Rivera, Carlos;Carlos Rivera (カーロス・リベラ);"Carlos ""King without a Crown"" Rivera";"
A Venezuelan bantamweight boxer who was ranked #6 in the world. Called a 'king without a crown' because the world champion was said to be too scared to face him in a match. He was invited to Japan by Shiraki Yoko to help Joe recover from his yips.


He fought Yabuki Joe to a draw, two weeks before his world title match. After that, he fought for the world title against José Mendoza, but was KO'ed in the first round. It's later revealed that he has permanent brain damage from the fight and can't remember anything anymore, thus ending his career. After that, he goes missing but shows up at Joe's match with Harimau."
Shiraki, Yoko;Yoko Shiraki (白木葉子);Yoko  Shiraki;"
Yoko Shiraki is a young woman born to the Shirakis, a very wealthy family who is known for their activities in the boxing field.She is the main female protagonist in Ashita no Joe.

She is very polite, graceful and kind to other people, always acting exactly as expected from a daughter born to a family with a higher rank, donating to charities from time to time.As so, she clashes in both appearance and personality with most of the other characters who know nothing but poverty and hardship.

One of those characters is Joe who is the first to remark that her so called 'kindness' is completely fake, implying her sympathy for the poor is merely a way to make herself feel superior over those who have nothing to eat.She is often very shocked by his actions but as time goes on she comes to be the one who understands him best.

She is disliked by Joe as an 'evil woman' who tries to control his life by always having something to do with most the situations he finds himself in later in the series.


After gradually coming to like him(and showing very subtle and growing hints throughout the series, she confesses her love for Joe in the lockeroom right before the world title fight, begging him not to fight José Mendoza for her sake."
"Mendoza, Jos&eacute;";José Mendoza (ホセ・メンドーサ);"José ""The Perfect Champion"" Mendoza";"
The bantamweight World Champion.


He fought Carlos Rivera after the latter fought Yabuki Joe. Even though he was still weakened from his fight with Joe, Carlos was KO'ed in the first round and developed permanent brain damage.

When he finally faces Yabuki Joe, who is revealed to be punch drunk right before the match, they fight all of the fifteen rounds, taking the fight into decision. Jose wins, but he looks fragile and old—his hair has turned white."
Kim, Yong-bi;Yong-bi Kim (金 竜飛);Yong-bi  Kim;"
OPBF bantamweight champion. Former Leutenant of Korean Army. Became pro at 33 years.

He has a strict diet for more then 20 years, consisting of three biscuits, a soft boiled egg and some fresh fruits in the morning. He might occasionally get a cup of lemon tea in the afternoon. But after that he wont eat anything more until he gets his three biscuits again the next morning. He stated that his stomach is about as big as 5-6 year old.

Kim is still traumitized about the korean war which he experienced at the age of 5. He commited his first murder when he was 5 trying to get some food from a wounded soldier, but unknowingly the soldier that he killed was his own father. The soldiers who found out about it, pitied the child and let him join the army. After that incident he never ate until he was full, and lost the instict to eat. After the war Kim also snaps at the sight of blood. After every boxing match he washes his hands for longer than a hour. He does this to wash away the blood on his hands which only he sees.

His boxing style is cold and very prudent unlike Joe."
Sachi;Sachi  (サチ);Sachi  ;"
A young girl from a depressed Japanese neighborhood. She idolizes Yabuki Joe and joins him, along with a band of other kids, in committing petty crimes. She continues to believe in and support Joe throughout the story."
Nishi, Kan'ichi;Kan'ichi Nishi (西寛一 / マンモス);"Kan'ichi ""Mammoth"" Nishi";"
No biography written."
Gondo, Goromaki;Goromaki Gondo (権藤ゴロマキ);Goromaki  Gondo;"
A gangster Joe meets when he's wandering around after
Rikiishi's death
. Meeting him is one of the reasons Joe decides to pick up boxing again."
Natsume, Takashi;Takashi Natsume (夏目貴志);Takashi  Natsume;"
Age: 15-16
Birthday: July 1 (Cancer)
Height: 167 cm
Blood Type: B

Natsume Takashi is the main protagonist of the series who, like his deceased grandmother Natsume Reiko, has the ability to see ayakashi (spirits). He inherited the Book of Friends from her, a book of contracts binding ayakashi to servitude when they were defeated by Reiko. Due to Natsume's strong resemblance to his grandmother, he is often mistaken for her and is pursued by ayakashi who hate Reiko but yearn for the Book of Friends. To rid himself of these troubles, Natsume resolved to end the book by returning all the contracted names to their former owners. He is accompanied by the youkai Madara, nicknamed ""Nyanko-sensei"" (or simply ""sensei""), promising him possession of the book once he dies. In return, the creature must serve as his bodyguard until then.

Orphaned at an early age, Natsume was passed on from relative to relative. His ability to see and communicate with ayakashi isolated him from both family and friends throughout his childhood. He was labeled as a 'liar' and 'attention seeker' for trying to tell others about the ayakashi, and his attempts to run away from the youkai had them calling him insane. Natsume then became reclusive in order to try to lead a relatively “normal” life with people. Eventually, he was passed on to the Fujiwaras, a middle-aged couple from his father's side of the family. In contrast to the relatives before, they genuinely care for Natsume, and he loves them in return. He does not want to cause them any trouble, so the ayakashi problem remains secret.

Natsume's incredibly strong spiritual power allows him to actually hit and hurt youkai. He develops friendships with youkai and exorcists alike, though the interest of many is to use him to their advantage. In the anime, Natsume is more cheery and good-natured, while in the manga, he is slightly more dismal and short-tempered, especially toward Nyanko-sensei.

To return the names inscribed in the Book of Friends, Natsume must first picture the said ayakashi in his mind to learn of its name. The book then flips open to the page where the name is written, which he takes out and places in his mouth while breathing out. The spell which originally enslaved the spirits used Reiko's saliva and breath; as Reiko's grandson and one who bears a strong resemblance to Reiko, Natsume is able to use the spell as well. The cost of releasing each name, however, is that his energy is almost completely drained in the process."
